latitude,longitude,cLand,continent
-89.5,0.625,0.0013019199,Antarctica
-89.5,1.875,0.0013019199,Antarctica
-89.5,3.125,0.0013019199,Antarctica
-89.5,4.375,0.0013019199,Antarctica
-89.5,5.625,0.0013019199,Antarctica
-89.5,6.875,0.0013019199,Antarctica
-89.5,8.125,0.0013019199,Antarctica
-89.5,9.375,0.0013019199,Antarctica
-89.5,10.625,0.0013019199,Antarctica
-89.5,11.875,0.0013019199,Antarctica
-89.5,13.125000000000002,0.0013019199,Antarctica
-89.5,14.375,0.0013019199,Antarctica
-89.5,15.625000000000002,0.0013019199,Antarctica
-89.5,16.875,0.0013019199,Antarctica
-89.5,18.125,0.0013019199,Antarctica
-89.5,19.375,0.0013019199,Antarctica
-89.5,20.625,0.0013019199,Antarctica
-89.5,21.875,0.0013019199,Antarctica
-89.5,23.125,0.0013019199,Antarctica
-89.5,24.375,0.0013019199,Antarctica
-89.5,25.625,0.0013019199,Antarctica
-89.5,26.875,0.0013019199,Antarctica
-89.5,28.125,0.0013019199,Antarctica
-89.5,29.375,0.0013019199,Antarctica
-89.5,30.625000000000004,0.0013019199,Antarctica
-89.5,31.875000000000004,0.0013019199,Antarctica
-89.5,33.125,0.0013019199,Antarctica
-89.5,34.375,0.0013019199,Antarctica
-89.5,35.625,0.0013019199,Antarctica
-89.5,36.875,0.0013019199,Antarctica
-89.5,38.125,0.0013019199,Antarctica
-89.5,39.375,0.0013019199,Antarctica
-89.5,40.625,0.0013019199,Antarctica
-89.5,41.875,0.0013019199,Antarctica
-89.5,43.125,0.0013019199,Antarctica
-89.5,44.375,0.0013019199,Antarctica
-89.5,45.625,0.0013019199,Antarctica
-89.5,46.875,0.0013019199,Antarctica
-89.5,48.125,0.0013019199,Antarctica
-89.5,49.375,0.0013019199,Antarctica
-89.5,50.625,0.0013019199,Antarctica
-89.5,51.875,0.0013019199,Antarctica
-89.5,53.125,0.0013019199,Antarctica
-89.5,54.375,0.0013019199,Antarctica
-89.5,55.625,0.0013019199,Antarctica
-89.5,56.875,0.0013019199,Antarctica
-89.5,58.125,0.0013019199,Antarctica
-89.5,59.37499999999999,0.0013019199,Antarctica
-89.5,60.62499999999999,0.0013019199,Antarctica
-89.5,61.87500000000001,0.0013019199,Antarctica
-89.5,63.12500000000001,0.0013019199,Antarctica
-89.5,64.375,0.0013019199,Antarctica
-89.5,65.625,0.0013019199,Antarctica
-89.5,66.875,0.0013019199,Antarctica
-89.5,68.125,0.0013019199,Antarctica
-89.5,69.375,0.0013019199,Antarctica
-89.5,70.625,0.0013019199,Antarctica
-89.5,71.87500000000001,0.0013019199,Antarctica
-89.5,73.125,0.0013019199,Antarctica
-89.5,74.375,0.0013019199,Antarctica
-89.5,75.625,0.0013019199,Antarctica
-89.5,76.875,0.0013019199,Antarctica
-89.5,78.125,0.0013019199,Antarctica
-89.5,79.375,0.0013019199,Antarctica
-89.5,80.625,0.0013019132,Antarctica
-89.5,81.875,0.0013019132,Antarctica
-89.5,83.12500000000001,0.0013019132,Antarctica
-89.5,84.375,0.0013019132,Antarctica
-89.5,85.625,0.0013019132,Antarctica
-89.5,86.875,0.0013019132,Antarctica
-89.5,88.125,0.0013019132,Antarctica
-89.5,89.375,0.0013019132,Antarctica
-89.5,90.625,0.0013019132,Antarctica
-89.5,91.875,0.0013019132,Antarctica
-89.5,93.125,0.0013019132,Antarctica
-89.5,94.375,0.0013019132,Antarctica
-89.5,95.625,0.0013019132,Antarctica
-89.5,96.875,0.0013019132,Antarctica
-89.5,98.125,0.0013019132,Antarctica
-89.5,99.375,0.0013019132,Antarctica
-89.5,100.625,0.0013019132,Antarctica
-89.5,101.875,0.0013019132,Antarctica
-89.5,103.125,0.0013019132,Antarctica
-89.5,104.375,0.0013019132,Antarctica
-89.5,105.625,0.0013019132,Antarctica
-89.5,106.875,0.0013019132,Antarctica
-89.5,108.125,0.0013019132,Antarctica
-89.5,109.375,0.0013019132,Antarctica
-89.5,110.625,0.0013019132,Antarctica
-89.5,111.875,0.0013019132,Antarctica
-89.5,113.125,0.0013019132,Antarctica
-89.5,114.375,0.0013019132,Antarctica
-89.5,115.625,0.0013019132,Antarctica
-89.5,116.875,0.0013019132,Antarctica
-89.5,118.125,0.0013019132,Antarctica
-89.5,119.375,0.0013019132,Antarctica
-89.5,120.625,0.0013019132,Antarctica
-89.5,121.875,0.0013019132,Antarctica
-89.5,123.125,0.0013019132,Antarctica
-89.5,124.375,0.0013019132,Antarctica
-89.5,125.625,0.0013019132,Antarctica
-89.5,126.875,0.0013019132,Antarctica
-89.5,128.125,0.0013019132,Antarctica
-89.5,129.375,0.0013019132,Antarctica
-89.5,130.625,0.0013019132,Antarctica
-89.5,131.875,0.0013019132,Antarctica
-89.5,133.12500000000003,0.0013019132,Antarctica
-89.5,134.375,0.0013019132,Antarctica
-89.5,135.625,0.0013019132,Antarctica
-89.5,136.875,0.0013019132,Antarctica
-89.5,138.125,0.0013019132,Antarctica
-89.5,139.375,0.0013019132,Antarctica
-89.5,140.625,0.0013019132,Antarctica
-89.5,141.875,0.0013019132,Antarctica
-89.5,143.125,0.0013019132,Antarctica
-89.5,144.375,0.0013019132,Antarctica
-89.5,145.625,0.0013019132,Antarctica
-89.5,146.875,0.0013019132,Antarctica
-89.5,148.125,0.0013019132,Antarctica
-89.5,149.375,0.0013019132,Antarctica
-89.5,150.625,0.0013019132,Antarctica
-89.5,151.875,0.0013019132,Antarctica
-89.5,153.125,0.0013019132,Antarctica
-89.5,154.375,0.0013019132,Antarctica
-89.5,155.625,0.0013019132,Antarctica
-89.5,156.875,0.0013019132,Antarctica
-89.5,158.125,0.0013019132,Antarctica
-89.5,159.375,0.0013019132,Antarctica
-89.5,160.625,0.0013019132,Antarctica
-89.5,161.875,0.0013019132,Antarctica
-89.5,163.125,0.0013019132,Antarctica
-89.5,164.375,0.0013019132,Antarctica
-89.5,165.625,0.0013019132,Antarctica
-89.5,166.875,0.0013019132,Antarctica
-89.5,168.125,0.0013019132,Antarctica
-89.5,169.375,0.0013019132,Antarctica
-89.5,170.625,0.0013018909,Antarctica
-89.5,171.875,0.0013018909,Antarctica
-89.5,173.125,0.0013018909,Antarctica
-89.5,174.375,0.0013018909,Antarctica
-89.5,175.625,0.0013018909,Antarctica
-89.5,176.87500000000003,0.0013018909,Antarctica
-89.5,178.125,0.0013018909,Antarctica
-89.5,179.375,0.0013018909,Antarctica
-89.5,-179.375,0.0013018909,Antarctica
-89.5,-178.125,0.0013018909,Antarctica
-89.5,-176.875,0.0013018909,Antarctica
-89.5,-175.625,0.0013018909,Antarctica
-89.5,-174.375,0.0013018909,Antarctica
-89.5,-173.125,0.0013018909,Antarctica
-89.5,-171.875,0.0013018909,Antarctica
-89.5,-170.625,0.0013018909,Antarctica
-89.5,-169.375,0.0013018909,Antarctica
-89.5,-168.125,0.0013018909,Antarctica
-89.5,-166.875,0.0013018909,Antarctica
-89.5,-165.625,0.0013018909,Antarctica
-89.5,-164.375,0.0013018909,Antarctica
-89.5,-163.125,0.0013018909,Antarctica
-89.5,-161.875,0.0013018909,Antarctica
-89.5,-160.62499999999997,0.0013018909,Antarctica
-89.5,-159.375,0.0013018909,Antarctica
-89.5,-158.125,0.0013018909,Antarctica
-89.5,-156.875,0.0013018909,Antarctica
-89.5,-155.625,0.0013018909,Antarctica
-89.5,-154.375,0.0013018909,Antarctica
-89.5,-153.125,0.0013018909,Antarctica
-89.5,-151.875,0.0013018909,Antarctica
-89.5,-150.625,0.0013018909,Antarctica
-89.5,-149.375,0.0013018909,Antarctica
-89.5,-148.125,0.0013018909,Antarctica
-89.5,-146.875,0.0013018909,Antarctica
-89.5,-145.625,0.0013018909,Antarctica
-89.5,-144.375,0.0013018909,Antarctica
-89.5,-143.125,0.0013018909,Antarctica
-89.5,-141.875,0.0013018909,Antarctica
-89.5,-140.625,0.0013018909,Antarctica
-89.5,-139.375,0.0013018909,Antarctica
-89.5,-138.12499999999997,0.0013018909,Antarctica
-89.5,-136.875,0.0013018909,Antarctica
-89.5,-135.625,0.0013018909,Antarctica
-89.5,-134.375,0.0013018909,Antarctica
-89.5,-133.125,0.0013018909,Antarctica
-89.5,-131.875,0.0013018909,Antarctica
-89.5,-130.625,0.0013018909,Antarctica
-89.5,-129.375,0.0013018909,Antarctica
-89.5,-128.125,0.0013018909,Antarctica
-89.5,-126.87499999999997,0.0013018909,Antarctica
-89.5,-125.625,0.0013018909,Antarctica
-89.5,-124.37499999999997,0.0013018909,Antarctica
-89.5,-123.125,0.0013018909,Antarctica
-89.5,-121.87499999999997,0.0013018909,Antarctica
-89.5,-120.625,0.0013018909,Antarctica
-89.5,-119.37499999999997,0.0013018909,Antarctica
-89.5,-118.125,0.0013018909,Antarctica
-89.5,-116.87499999999997,0.0013018909,Antarctica
-89.5,-115.625,0.0013018909,Antarctica
-89.5,-114.375,0.0013018909,Antarctica
-89.5,-113.125,0.0013018909,Antarctica
-89.5,-111.875,0.0013018909,Antarctica
-89.5,-110.625,0.0013018909,Antarctica
-89.5,-109.375,0.0013018909,Antarctica
-89.5,-108.125,0.0013018909,Antarctica
-89.5,-106.875,0.0013018909,Antarctica
-89.5,-105.62499999999997,0.0013018909,Antarctica
-89.5,-104.375,0.0013018909,Antarctica
-89.5,-103.125,0.0013018909,Antarctica
-89.5,-101.875,0.0013018909,Antarctica
-89.5,-100.625,0.0013018909,Antarctica
-89.5,-99.375,0.0013018993,Antarctica
-89.5,-98.125,0.0013018993,Antarctica
-89.5,-96.875,0.0013018993,Antarctica
-89.5,-95.625,0.0013018993,Antarctica
-89.5,-94.375,0.0013018993,Antarctica
-89.5,-93.125,0.0013018993,Antarctica
-89.5,-91.875,0.0013018993,Antarctica
-89.5,-90.625,0.0013018993,Antarctica
-89.5,-89.375,0.0013018993,Antarctica
-89.5,-88.125,0.0013018993,Antarctica
-89.5,-86.875,0.0013018993,Antarctica
-89.5,-85.625,0.0013018993,Antarctica
-89.5,-84.375,0.0013018993,Antarctica
-89.5,-83.125,0.0013018993,Antarctica
-89.5,-81.875,0.0013018993,Antarctica
-89.5,-80.625,0.0013018993,Antarctica
-89.5,-79.375,0.0013018993,Antarctica
-89.5,-78.125,0.0013018993,Antarctica
-89.5,-76.875,0.0013018993,Antarctica
-89.5,-75.625,0.0013018993,Antarctica
-89.5,-74.375,0.0013018993,Antarctica
-89.5,-73.125,0.0013018993,Antarctica
-89.5,-71.875,0.0013018993,Antarctica
-89.5,-70.625,0.0013018993,Antarctica
-89.5,-69.375,0.0013018993,Antarctica
-89.5,-68.125,0.0013018993,Antarctica
-89.5,-66.875,0.0013018993,Antarctica
-89.5,-65.625,0.0013018993,Antarctica
-89.5,-64.375,0.0013018993,Antarctica
-89.5,-63.125,0.0013018993,Antarctica
-89.5,-61.875,0.0013018993,Antarctica
-89.5,-60.62499999999994,0.0013018993,Antarctica
-89.5,-59.375,0.0013018993,Antarctica
-89.5,-58.125,0.0013018993,Antarctica
-89.5,-56.875,0.0013018993,Antarctica
-89.5,-55.625,0.0013018993,Antarctica
-89.5,-54.375,0.0013018993,Antarctica
-89.5,-53.125,0.0013018993,Antarctica
-89.5,-51.875,0.0013018993,Antarctica
-89.5,-50.625,0.0013018993,Antarctica
-89.5,-49.375,0.0013018993,Antarctica
-89.5,-48.125,0.0013018993,Antarctica
-89.5,-46.875,0.0013018993,Antarctica
-89.5,-45.625,0.0013018993,Antarctica
-89.5,-44.375,0.0013018993,Antarctica
-89.5,-43.125,0.0013018993,Antarctica
-89.5,-41.875,0.0013018993,Antarctica
-89.5,-40.625,0.0013018993,Antarctica
-89.5,-39.37499999999994,0.0013018993,Antarctica
-89.5,-38.125,0.0013018993,Antarctica
-89.5,-36.875,0.0013018993,Antarctica
-89.5,-35.625,0.0013018993,Antarctica
-89.5,-34.375,0.0013018993,Antarctica
-89.5,-33.125,0.0013018993,Antarctica
-89.5,-31.875,0.0013018993,Antarctica
-89.5,-30.625,0.0013018993,Antarctica
-89.5,-29.375,0.0013018993,Antarctica
-89.5,-28.125,0.0013018993,Antarctica
-89.5,-26.875,0.0013018993,Antarctica
-89.5,-25.625,0.0013018993,Antarctica
-89.5,-24.375,0.0013018993,Antarctica
-89.5,-23.125,0.0013018993,Antarctica
-89.5,-21.875,0.0013018993,Antarctica
-89.5,-20.625,0.0013018993,Antarctica
-89.5,-19.375,0.0013018993,Antarctica
-89.5,-18.125,0.0013018993,Antarctica
-89.5,-16.875,0.0013018993,Antarctica
-89.5,-15.624999999999943,0.0013018993,Antarctica
-89.5,-14.375,0.0013018993,Antarctica
-89.5,-13.125,0.0013018993,Antarctica
-89.5,-11.875,0.0013018993,Antarctica
-89.5,-10.625,0.0013018993,Antarctica
-89.5,-9.375,0.0013019199,Antarctica
-89.5,-8.125,0.0013019199,Antarctica
-89.5,-6.875,0.0013019199,Antarctica
-89.5,-5.625,0.0013019199,Antarctica
-89.5,-4.375,0.0013019199,Antarctica
-89.5,-3.125,0.0013019199,Antarctica
-89.5,-1.875,0.0013019199,Antarctica
-89.5,-0.625,0.0013019199,Antarctica
-88.5,0.625,0.0013019114,Antarctica
-88.5,1.875,0.0013019114,Antarctica
-88.5,3.125,0.0013019115,Antarctica
-88.5,4.375,0.0013019115,Antarctica
-88.5,5.625,0.0013019115,Antarctica
-88.5,6.875,0.0013019118,Antarctica
-88.5,8.125,0.0013019119,Antarctica
-88.5,9.375,0.0013019119,Antarctica
-88.5,10.625,0.0013019119,Antarctica
-88.5,11.875,0.0013019121,Antarctica
-88.5,13.125000000000002,0.0013019121,Antarctica
-88.5,14.375,0.0013019124,Antarctica
-88.5,15.625000000000002,0.0013019125,Antarctica
-88.5,16.875,0.0013019126,Antarctica
-88.5,18.125,0.0013019127,Antarctica
-88.5,19.375,0.0013019127,Antarctica
-88.5,20.625,0.0013019128,Antarctica
-88.5,21.875,0.0013019128,Antarctica
-88.5,23.125,0.001301913,Antarctica
-88.5,24.375,0.0013019136,Antarctica
-88.5,25.625,0.001301915,Antarctica
-88.5,26.875,0.001301916,Antarctica
-88.5,28.125,0.0013019172,Antarctica
-88.5,29.375,0.0013019184,Antarctica
-88.5,30.625000000000004,0.0013019195,Antarctica
-88.5,31.875000000000004,0.0013019202,Antarctica
-88.5,33.125,0.001301921,Antarctica
-88.5,34.375,0.001301922,Antarctica
-88.5,35.625,0.0013019227,Antarctica
-88.5,36.875,0.0013019235,Antarctica
-88.5,38.125,0.0013019242,Antarctica
-88.5,39.375,0.0013019252,Antarctica
-88.5,40.625,0.0013019259,Antarctica
-88.5,41.875,0.0013019264,Antarctica
-88.5,43.125,0.0013019275,Antarctica
-88.5,44.375,0.0013019285,Antarctica
-88.5,45.625,0.0013019295,Antarctica
-88.5,46.875,0.0013019302,Antarctica
-88.5,48.125,0.0013019303,Antarctica
-88.5,49.375,0.0013019304,Antarctica
-88.5,50.625,0.0013019306,Antarctica
-88.5,51.875,0.0013019308,Antarctica
-88.5,53.125,0.0013019309,Antarctica
-88.5,54.375,0.001301931,Antarctica
-88.5,55.625,0.0013019311,Antarctica
-88.5,56.875,0.0013019312,Antarctica
-88.5,58.125,0.0013019313,Antarctica
-88.5,59.37499999999999,0.0013019315,Antarctica
-88.5,60.62499999999999,0.0013019317,Antarctica
-88.5,61.87500000000001,0.0013019318,Antarctica
-88.5,63.12500000000001,0.0013019321,Antarctica
-88.5,64.375,0.0013019321,Antarctica
-88.5,65.625,0.0013019324,Antarctica
-88.5,66.875,0.0013019326,Antarctica
-88.5,68.125,0.0013019325,Antarctica
-88.5,69.375,0.0013019328,Antarctica
-88.5,70.625,0.0013019328,Antarctica
-88.5,71.87500000000001,0.001301933,Antarctica
-88.5,73.125,0.0013019331,Antarctica
-88.5,74.375,0.0013019333,Antarctica
-88.5,75.625,0.0013019333,Antarctica
-88.5,76.875,0.0013019334,Antarctica
-88.5,78.125,0.0013019335,Antarctica
-88.5,79.375,0.0013019337,Antarctica
-88.5,80.625,0.0013019365,Antarctica
-88.5,81.875,0.0013019362,Antarctica
-88.5,83.12500000000001,0.0013019359,Antarctica
-88.5,84.375,0.0013019354,Antarctica
-88.5,85.625,0.0013019352,Antarctica
-88.5,86.875,0.001301935,Antarctica
-88.5,88.125,0.0013019346,Antarctica
-88.5,89.375,0.0013019344,Antarctica
-88.5,90.625,0.0013019342,Antarctica
-88.5,91.875,0.0013019341,Antarctica
-88.5,93.125,0.0013019338,Antarctica
-88.5,94.375,0.0013019335,Antarctica
-88.5,95.625,0.0013019332,Antarctica
-88.5,96.875,0.001301933,Antarctica
-88.5,98.125,0.0013019327,Antarctica
-88.5,99.375,0.0013019325,Antarctica
-88.5,100.625,0.0013019321,Antarctica
-88.5,101.875,0.0013019319,Antarctica
-88.5,103.125,0.0013019318,Antarctica
-88.5,104.375,0.0013019315,Antarctica
-88.5,105.625,0.0013019312,Antarctica
-88.5,106.875,0.001301931,Antarctica
-88.5,108.125,0.0013019306,Antarctica
-88.5,109.375,0.0013019304,Antarctica
-88.5,110.625,0.0013019302,Antarctica
-88.5,111.875,0.0013019299,Antarctica
-88.5,113.125,0.0013019297,Antarctica
-88.5,114.375,0.0013019285,Antarctica
-88.5,115.625,0.0013019274,Antarctica
-88.5,116.875,0.0013019261,Antarctica
-88.5,118.125,0.0013019248,Antarctica
-88.5,119.375,0.0013019237,Antarctica
-88.5,120.625,0.0013019227,Antarctica
-88.5,121.875,0.0013019218,Antarctica
-88.5,123.125,0.0013019203,Antarctica
-88.5,124.375,0.0013019192,Antarctica
-88.5,125.625,0.0013019176,Antarctica
-88.5,126.875,0.0013019162,Antarctica
-88.5,128.125,0.0013019142,Antarctica
-88.5,129.375,0.0013019124,Antarctica
-88.5,130.625,0.0013019106,Antarctica
-88.5,131.875,0.0013019085,Antarctica
-88.5,133.12500000000003,0.0013019065,Antarctica
-88.5,134.375,0.0013019046,Antarctica
-88.5,135.625,0.0013019021,Antarctica
-88.5,136.875,0.0013019006,Antarctica
-88.5,138.125,0.0013019004,Antarctica
-88.5,139.375,0.0013019001,Antarctica
-88.5,140.625,0.0013019001,Antarctica
-88.5,141.875,0.0013019001,Antarctica
-88.5,143.125,0.0013018998,Antarctica
-88.5,144.375,0.0013018998,Antarctica
-88.5,145.625,0.0013018997,Antarctica
-88.5,146.875,0.0013018993,Antarctica
-88.5,148.125,0.0013018991,Antarctica
-88.5,149.375,0.0013018992,Antarctica
-88.5,150.625,0.0013018989,Antarctica
-88.5,151.875,0.0013018989,Antarctica
-88.5,153.125,0.0013018985,Antarctica
-88.5,154.375,0.0013018984,Antarctica
-88.5,155.625,0.0013018983,Antarctica
-88.5,156.875,0.0013018982,Antarctica
-88.5,158.125,0.0013018982,Antarctica
-88.5,159.375,0.0013018979,Antarctica
-88.5,160.625,0.0013018978,Antarctica
-88.5,161.875,0.0013018977,Antarctica
-88.5,163.125,0.0013018973,Antarctica
-88.5,164.375,0.0013018971,Antarctica
-88.5,165.625,0.001301897,Antarctica
-88.5,166.875,0.0013018968,Antarctica
-88.5,168.125,0.0013018966,Antarctica
-88.5,169.375,0.0013018966,Antarctica
-88.5,170.625,0.0013018574,Antarctica
-88.5,171.875,0.0013018576,Antarctica
-88.5,173.125,0.0013018581,Antarctica
-88.5,174.375,0.0013018587,Antarctica
-88.5,175.625,0.0013018589,Antarctica
-88.5,176.87500000000003,0.0013018593,Antarctica
-88.5,178.125,0.0013018595,Antarctica
-88.5,179.375,0.0013018599,Antarctica
-88.5,-179.375,0.0013018601,Antarctica
-88.5,-178.125,0.0013018603,Antarctica
-88.5,-176.875,0.0013018606,Antarctica
-88.5,-175.625,0.0013018609,Antarctica
-88.5,-174.375,0.0013018613,Antarctica
-88.5,-173.125,0.0013018615,Antarctica
-88.5,-171.875,0.0013018621,Antarctica
-88.5,-170.625,0.0013018625,Antarctica
-88.5,-169.375,0.0013018628,Antarctica
-88.5,-168.125,0.0013018632,Antarctica
-88.5,-166.875,0.0013018636,Antarctica
-88.5,-165.625,0.0013018639,Antarctica
-88.5,-164.375,0.0013018644,Antarctica
-88.5,-163.125,0.0013018646,Antarctica
-88.5,-161.875,0.0013018647,Antarctica
-88.5,-160.62499999999997,0.0013018651,Antarctica
-88.5,-159.375,0.0013018656,Antarctica
-88.5,-158.125,0.001301866,Antarctica
-88.5,-156.875,0.0013018663,Antarctica
-88.5,-155.625,0.0013018643,Antarctica
-88.5,-154.375,0.0013018608,Antarctica
-88.5,-153.125,0.0013018576,Antarctica
-88.5,-151.875,0.001301855,Antarctica
-88.5,-150.625,0.001301852,Antarctica
-88.5,-149.375,0.0013018495,Antarctica
-88.5,-148.125,0.0013018468,Antarctica
-88.5,-146.875,0.0013018439,Antarctica
-88.5,-145.625,0.0013018413,Antarctica
-88.5,-144.375,0.0013018411,Antarctica
-88.5,-143.125,0.0013018431,Antarctica
-88.5,-141.875,0.0013018453,Antarctica
-88.5,-140.625,0.0013018473,Antarctica
-88.5,-139.375,0.0013018497,Antarctica
-88.5,-138.12499999999997,0.0013018517,Antarctica
-88.5,-136.875,0.0013018543,Antarctica
-88.5,-135.625,0.0013018572,Antarctica
-88.5,-134.375,0.0013018599,Antarctica
-88.5,-133.125,0.0013018616,Antarctica
-88.5,-131.875,0.0013018613,Antarctica
-88.5,-130.625,0.0013018608,Antarctica
-88.5,-129.375,0.0013018603,Antarctica
-88.5,-128.125,0.0013018599,Antarctica
-88.5,-126.87499999999997,0.0013018594,Antarctica
-88.5,-125.625,0.0013018589,Antarctica
-88.5,-124.37499999999997,0.0013018585,Antarctica
-88.5,-123.125,0.001301858,Antarctica
-88.5,-121.87499999999997,0.0013018579,Antarctica
-88.5,-120.625,0.0013018575,Antarctica
-88.5,-119.37499999999997,0.0013018572,Antarctica
-88.5,-118.125,0.0013018568,Antarctica
-88.5,-116.87499999999997,0.0013018566,Antarctica
-88.5,-115.625,0.0013018562,Antarctica
-88.5,-114.375,0.001301856,Antarctica
-88.5,-113.125,0.0013018558,Antarctica
-88.5,-111.875,0.0013018553,Antarctica
-88.5,-110.625,0.0013018551,Antarctica
-88.5,-109.375,0.0013018547,Antarctica
-88.5,-108.125,0.001301854,Antarctica
-88.5,-106.875,0.0013018537,Antarctica
-88.5,-105.62499999999997,0.0013018533,Antarctica
-88.5,-104.375,0.0013018531,Antarctica
-88.5,-103.125,0.0013018529,Antarctica
-88.5,-101.875,0.0013018526,Antarctica
-88.5,-100.625,0.0013018523,Antarctica
-88.5,-99.375,0.0013018623,Antarctica
-88.5,-98.125,0.0013018628,Antarctica
-88.5,-96.875,0.0013018631,Antarctica
-88.5,-95.625,0.0013018633,Antarctica
-88.5,-94.375,0.0013018637,Antarctica
-88.5,-93.125,0.0013018639,Antarctica
-88.5,-91.875,0.0013018642,Antarctica
-88.5,-90.625,0.0013018644,Antarctica
-88.5,-89.375,0.0013018647,Antarctica
-88.5,-88.125,0.0013018651,Antarctica
-88.5,-86.875,0.0013018656,Antarctica
-88.5,-85.625,0.0013018658,Antarctica
-88.5,-84.375,0.0013018661,Antarctica
-88.5,-83.125,0.0013018666,Antarctica
-88.5,-81.875,0.0013018671,Antarctica
-88.5,-80.625,0.0013018674,Antarctica
-88.5,-79.375,0.0013018677,Antarctica
-88.5,-78.125,0.001301868,Antarctica
-88.5,-76.875,0.0013018684,Antarctica
-88.5,-75.625,0.0013018687,Antarctica
-88.5,-74.375,0.001301869,Antarctica
-88.5,-73.125,0.0013018695,Antarctica
-88.5,-71.875,0.0013018699,Antarctica
-88.5,-70.625,0.0013018702,Antarctica
-88.5,-69.375,0.0013018706,Antarctica
-88.5,-68.125,0.0013018709,Antarctica
-88.5,-66.875,0.0013018714,Antarctica
-88.5,-65.625,0.0013018716,Antarctica
-88.5,-64.375,0.0013018721,Antarctica
-88.5,-63.125,0.0013018723,Antarctica
-88.5,-61.875,0.0013018723,Antarctica
-88.5,-60.62499999999994,0.0013018727,Antarctica
-88.5,-59.375,0.001301873,Antarctica
-88.5,-58.125,0.0013018731,Antarctica
-88.5,-56.875,0.0013018734,Antarctica
-88.5,-55.625,0.0013018736,Antarctica
-88.5,-54.375,0.0013018746,Antarctica
-88.5,-53.125,0.0013018765,Antarctica
-88.5,-51.875,0.0013018785,Antarctica
-88.5,-50.625,0.0013018803,Antarctica
-88.5,-49.375,0.0013018824,Antarctica
-88.5,-48.125,0.0013018845,Antarctica
-88.5,-46.875,0.0013018871,Antarctica
-88.5,-45.625,0.0013018898,Antarctica
-88.5,-44.375,0.0013018919,Antarctica
-88.5,-43.125,0.0013018936,Antarctica
-88.5,-41.875,0.0013018936,Antarctica
-88.5,-40.625,0.0013018933,Antarctica
-88.5,-39.37499999999994,0.0013018933,Antarctica
-88.5,-38.125,0.0013018931,Antarctica
-88.5,-36.875,0.0013018931,Antarctica
-88.5,-35.625,0.001301893,Antarctica
-88.5,-34.375,0.0013018929,Antarctica
-88.5,-33.125,0.0013018929,Antarctica
-88.5,-31.875,0.0013018928,Antarctica
-88.5,-30.625,0.0013018927,Antarctica
-88.5,-29.375,0.0013018926,Antarctica
-88.5,-28.125,0.0013018925,Antarctica
-88.5,-26.875,0.0013018923,Antarctica
-88.5,-25.625,0.0013018923,Antarctica
-88.5,-24.375,0.0013018923,Antarctica
-88.5,-23.125,0.0013018921,Antarctica
-88.5,-21.875,0.0013018921,Antarctica
-88.5,-20.625,0.0013018921,Antarctica
-88.5,-19.375,0.0013018919,Antarctica
-88.5,-18.125,0.0013018919,Antarctica
-88.5,-16.875,0.0013018919,Antarctica
-88.5,-15.624999999999943,0.0013018918,Antarctica
-88.5,-14.375,0.0013018916,Antarctica
-88.5,-13.125,0.0013018916,Antarctica
-88.5,-11.875,0.0013018915,Antarctica
-88.5,-10.625,0.0013018914,Antarctica
-88.5,-9.375,0.0013019108,Antarctica
-88.5,-8.125,0.0013019111,Antarctica
-88.5,-6.875,0.0013019112,Antarctica
-88.5,-5.625,0.0013019112,Antarctica
-88.5,-4.375,0.0013019112,Antarctica
-88.5,-3.125,0.0013019113,Antarctica
-88.5,-1.875,0.0013019113,Antarctica
-88.5,-0.625,0.0013019114,Antarctica
-87.5,0.625,0.0013018975,Antarctica
-87.5,1.875,0.0013018975,Antarctica
-87.5,3.125,0.0013018977,Antarctica
-87.5,4.375,0.0013018978,Antarctica
-87.5,5.625,0.0013018979,Antarctica
-87.5,6.875,0.0013018982,Antarctica
-87.5,8.125,0.0013018984,Antarctica
-87.5,9.375,0.0013018985,Antarctica
-87.5,10.625,0.0013018987,Antarctica
-87.5,11.875,0.0013019019,Antarctica
-87.5,13.125000000000002,0.0013019047,Antarctica
-87.5,14.375,0.0013019079,Antarctica
-87.5,15.625000000000002,0.0013019105,Antarctica
-87.5,16.875,0.0013019124,Antarctica
-87.5,18.125,0.0013019135,Antarctica
-87.5,19.375,0.0013019146,Antarctica
-87.5,20.625,0.0013019155,Antarctica
-87.5,21.875,0.0013019167,Antarctica
-87.5,23.125,0.0013019183,Antarctica
-87.5,24.375,0.0013019191,Antarctica
-87.5,25.625,0.0013019196,Antarctica
-87.5,26.875,0.00130192,Antarctica
-87.5,28.125,0.0013019203,Antarctica
-87.5,29.375,0.0013019207,Antarctica
-87.5,30.625000000000004,0.0013019213,Antarctica
-87.5,31.875000000000004,0.0013019223,Antarctica
-87.5,33.125,0.0013019227,Antarctica
-87.5,34.375,0.0013019234,Antarctica
-87.5,35.625,0.0013019248,Antarctica
-87.5,36.875,0.0013019254,Antarctica
-87.5,38.125,0.0013019257,Antarctica
-87.5,39.375,0.0013019261,Antarctica
-87.5,40.625,0.0013019264,Antarctica
-87.5,41.875,0.0013019269,Antarctica
-87.5,43.125,0.0013019274,Antarctica
-87.5,44.375,0.0013019277,Antarctica
-87.5,45.625,0.0013019278,Antarctica
-87.5,46.875,0.0013019285,Antarctica
