latitude,longitude,cLand
-81.5,53.125,0.0013019884
-81.5,54.375,0.0013019892
-81.5,55.625,0.0013019901
-81.5,56.875,0.00130199
-81.5,58.125,0.0013019895
-81.5,59.37499999999999,0.0013019893
-81.5,60.62499999999999,0.0013019895
-81.5,61.87500000000001,0.0013019898
-81.5,63.12500000000001,0.0013019893
-81.5,64.375,0.001301989
-81.5,65.625,0.0013019878
-81.5,66.875,0.0013019878
-81.5,68.125,0.0013019879
-81.5,69.375,0.0013019879
-81.5,70.625,0.0013019879
-81.5,71.87500000000001,0.0013019877
-81.5,73.125,0.0013019884
-81.5,74.375,0.0013019886
-81.5,75.625,0.0013019884
-81.5,76.875,0.0013019883
-81.5,78.125,0.0013019885
-81.5,79.375,0.0013019885
-81.5,80.625,0.0013019919
-81.5,81.875,0.0013019919
-81.5,83.12500000000001,0.0013019918
-81.5,84.375,0.0013019918
-81.5,85.625,0.0013019914
-81.5,86.875,0.0013019921
-81.5,88.125,0.0013019925
-81.5,89.375,0.001301992
-81.5,90.625,0.0013019918
-81.5,91.875,0.0013019914
-81.5,93.125,0.0013019913
-81.5,94.37500000000001,0.0013019907
-81.5,95.625,0.0013019898
-81.5,96.875,0.001301989
-81.5,98.125,0.0013019884
-81.5,99.375,0.0013019876
-81.5,100.625,0.0013019856
-81.5,101.875,0.0013019821
-81.5,103.125,0.0013019791
-81.5,104.375,0.0013019788
-81.5,105.62500000000001,0.0013019777
-81.5,106.875,0.0013019762
-81.5,108.125,0.0013019736
-81.5,109.375,0.0013019707
-81.5,110.625,0.0013019666
-81.5,111.875,0.0013019633
-81.5,113.125,0.0013019609
-81.5,114.375,0.0013019583
-81.5,115.62500000000001,0.001301955
-81.5,116.87500000000001,0.0013019516
-81.5,118.125,0.0013019497
-81.5,119.375,0.001301947
-81.5,120.625,0.0013019426
-81.5,121.875,0.0013019391
-81.5,123.125,0.0013019345
-81.5,124.375,0.0013019299
-81.5,125.625,0.0013019239
-81.5,126.875,0.0013019191
-81.5,128.125,0.0013019176
-81.5,129.375,0.0013019157
-81.5,130.625,0.0013019097
-81.5,131.875,0.0013019004
-81.5,133.12500000000003,0.0013018926
-81.5,134.375,0.001301883
-81.5,135.625,0.0013018763
-81.5,136.875,0.0013018746
-81.5,138.125,0.0013018734
-81.5,139.375,0.0013018667
-81.5,140.625,0.0013018487
-81.5,141.875,0.0013018241
-81.5,143.125,0.0013018067
-81.5,144.375,0.001301804
-81.5,145.625,0.0013018026
-81.5,146.875,0.0013018011
-81.5,148.125,0.0013017638
-81.5,149.375,0.0013017061
-81.5,150.625,0.0013016731
-81.5,151.875,0.0013016702
-81.5,153.125,0.0013016672
-81.5,154.375,0.001301664
-81.5,155.625,0.0013015845
-81.5,156.875,0.0013014198
-81.5,158.125,0.0013014001
-81.5,159.375,0.001301397
-81.5,160.625,0.0013013935
-81.5,161.875,0.0013013902
-81.5,163.125,0.0013012629
-81.5,164.375,0.0013011935
-81.5,165.625,0.0013011938
-81.5,166.875,0.0013011944
-81.5,168.125,0.0013011945
-81.5,169.375,0.0013011949
-81.5,170.625,0.0013013132
-81.5,171.875,0.0013013122
-81.5,173.125,0.0013013112
-81.5,174.375,0.0013013099
-81.5,175.625,0.0013013089
-81.5,176.87500000000003,0.0013013259
-81.5,178.125,0.0013013588
-81.5,179.375,0.0013013573
-81.5,180.625,0.001301356
-81.5,181.875,0.0013013545
-81.5,183.125,0.0013013526
-81.5,184.375,0.001301363
-81.5,185.625,0.0013013767
-81.5,186.875,0.0013013759
-81.5,188.125,0.0013013756
-81.5,189.375,0.0013013753
-81.5,190.625,0.0013013753
-81.5,191.875,0.0013013816
-81.5,193.125,0.0013013866
-81.5,194.375,0.0013013871
-81.5,195.625,0.0013013869
-81.5,196.875,0.0013013863
-81.5,198.125,0.0013013704
-81.5,199.37500000000003,0.0013013447
-81.5,200.625,0.0013013236
-81.5,201.875,0.001301314
-81.5,203.125,0.0013013138
-81.5,204.375,0.0013013134
-81.5,205.625,0.0013013004
-81.5,206.875,0.0013012802
-81.5,208.125,0.0013012604
-81.5,209.375,0.0013012413
-81.5,210.625,0.0013012321
-81.5,211.875,0.001301234
-81.5,213.125,0.0013012361
-81.5,214.375,0.0013012298
-81.5,215.625,0.0013012207
-81.5,216.875,0.0013012142
-81.5,218.125,0.0013012043
-81.5,219.375,0.001301195
-81.5,220.625,0.0013011886
-81.5,221.87500000000003,0.0013011898
-81.5,223.125,0.0013011937
-81.5,224.375,0.001301194
-81.5,225.625,0.0013011945
-81.5,226.875,0.0013011916
-81.5,228.125,0.001301189
-81.5,229.375,0.0013011877
-81.5,230.62499999999997,0.0013011933
-81.5,231.875,0.0013012079
-81.5,233.12500000000003,0.0013012188
-81.5,234.375,0.0013012193
-81.5,235.62500000000003,0.0013012195
-81.5,236.875,0.0013012199
-81.5,238.12500000000003,0.0013012316
-81.5,239.375,0.0013012465
-81.5,240.62500000000003,0.0013012539
-81.5,241.875,0.0013012573
-81.5,243.12500000000003,0.0013012609
-81.5,244.375,0.001301264
-81.5,245.625,0.0013012956
-81.5,246.875,0.0013013413
-81.5,248.125,0.0013013459
-81.5,249.37499999999997,0.0013013469
-81.5,250.625,0.001301348
-81.5,251.87499999999997,0.001301349
-81.5,253.125,0.00130141
-81.5,254.37500000000003,0.0013014458
-81.5,255.625,0.0013014456
-81.5,256.875,0.0013014454
-81.5,258.125,0.0013014453
-81.5,259.375,0.0013014453
-81.5,260.625,0.0013015167
-81.5,261.875,0.001301517
-81.5,263.125,0.0013015174
-81.5,264.375,0.0013015178
-81.5,265.625,0.0013015182
-81.5,266.875,0.0013015289
-81.5,268.125,0.0013015469
-81.5,269.375,0.0013015484
-81.5,270.625,0.0013015495
-81.5,271.875,0.0013015514
-81.5,273.125,0.0013015515
-81.5,274.375,0.0013015365
-81.5,275.625,0.0013015299
-81.5,276.875,0.0013015324
-81.5,278.125,0.0013015348
-81.5,279.375,0.0013015374
-81.5,280.625,0.0013015266
-81.5,281.875,0.0013014897
-81.5,283.125,0.001301464
-81.5,284.375,0.0013014626
-81.5,285.625,0.0013014623
-81.5,286.875,0.0013014615
-81.5,288.125,0.001301455
-81.5,289.375,0.0013014441
-81.5,290.625,0.0013014326
-81.5,291.875,0.0013014256
-81.5,293.125,0.0013014232
-81.5,294.375,0.0013014209
-81.5,295.625,0.0013014196
-81.5,296.875,0.0013014188
-81.5,298.125,0.0013014205
-81.5,299.37500000000006,0.0013014198
-81.5,300.625,0.0013014058
-81.5,301.875,0.0013013907
-81.5,303.125,0.0013013753
-81.5,304.375,0.001301356
-81.5,305.625,0.0013013382
-81.5,306.875,0.0013013299
-81.5,308.125,0.0013013307
-81.5,309.375,0.0013013307
-81.5,310.625,0.0013013249
-81.5,311.875,0.0013013089
-81.5,313.125,0.001301295
-81.5,314.375,0.0013012768
-81.5,315.625,0.0013012596
-81.5,316.875,0.0013012532
-81.5,318.125,0.0013012465
-81.5,319.375,0.001301255
-81.5,320.62500000000006,0.0013012767
-81.5,321.875,0.0013012897
-81.5,323.125,0.0013012942
-81.5,324.375,0.0013012856
-81.5,325.625,0.0013012803
-81.5,326.875,0.0013012822
-81.5,328.125,0.001301333
-81.5,329.375,0.0013014076
-81.5,330.625,0.0013014324
-81.5,331.875,0.0013014222
-81.5,333.125,0.0013014125
-81.5,334.375,0.001301403
-81.5,335.625,0.0013014382
-81.5,336.875,0.0013015248
-81.5,338.125,0.00130153
-81.5,339.375,0.001301525
-81.5,340.625,0.0013015209
-81.5,341.875,0.0013015167
-81.5,343.125,0.0013015724
-81.5,344.37500000000006,0.0013016188
-81.5,345.625,0.0013016178
-81.5,346.875,0.0013016169
-81.5,348.125,0.0013016157
-81.5,349.375,0.0013016151
-81.5,350.625,0.0013016886
-81.5,351.875,0.0013016891
-81.5,353.125,0.0013016899
-81.5,354.375,0.0013016906
-81.5,355.625,0.0013016915
-81.5,356.875,0.0013017167
-81.5,358.125,0.0013017472
-81.5,359.375,0.0013017483
-80.5,0.625,0.0013017275
-80.5,1.8749999999999998,0.0013017334
-80.5,3.125,0.0013017664
-80.5,4.375,0.0013017756
-80.5,5.625,0.0013017764
-80.5,6.875,0.0013017772
-80.5,8.125,0.0013017837
-80.5,9.375,0.0013018058
-80.5,10.625,0.0013018197
-80.5,11.875,0.0013018206
-80.5,13.125000000000002,0.0013018207
-80.5,14.375,0.001301824
-80.5,15.625000000000002,0.0013018389
-80.5,16.875,0.001301854
-80.5,18.125,0.0013018585
-80.5,19.375,0.0013018588
-80.5,20.625,0.0013018594
-80.5,21.875,0.0013018698
-80.5,23.125,0.0013018827
-80.5,24.375,0.0013018956
-80.5,25.625,0.0013019019
-80.5,26.875,0.0013019022
-80.5,28.125,0.0013019042
-80.5,29.375,0.0013019113
-80.5,30.625000000000004,0.00130192
-80.5,31.875000000000004,0.0013019294
-80.5,33.125,0.0013019372
-80.5,34.375,0.001301941
-80.5,35.625,0.001301941
-80.5,36.875,0.0013019434
-80.5,38.125,0.0013019497
-80.5,39.375,0.0013019561
-80.5,40.625,0.0013019608
-80.5,41.875,0.0013019651
-80.5,43.125,0.0013019679
-80.5,44.375,0.0013019689
-80.5,45.625,0.0013019703
-80.5,46.875,0.0013019738
-80.5,48.125,0.0013019767
-80.5,49.375,0.0013019786
-80.5,50.625,0.0013019788
-80.5,51.875,0.0013019793
-80.5,53.125,0.0013019801
-80.5,54.375,0.0013019829
-80.5,55.625,0.0013019843
-80.5,56.875,0.0013019843
-80.5,58.125,0.0013019841
-80.5,59.37499999999999,0.0013019838
-80.5,60.62499999999999,0.0013019834
-80.5,61.87500000000001,0.0013019834
-80.5,63.12500000000001,0.0013019826
-80.5,64.375,0.0013019819
-80.5,65.625,0.0013019813
-80.5,66.875,0.0013019806
-80.5,68.125,0.001301982
-80.5,69.375,0.0013019819
-80.5,70.625,0.0013019815
-80.5,71.87500000000001,0.0013019815
-80.5,73.125,0.0013019813
-80.5,74.375,0.001301982
-80.5,75.625,0.001301982
-80.5,76.875,0.0013019817
-80.5,78.125,0.0013019817
-80.5,79.375,0.0013019815
-80.5,80.625,0.0013019844
-80.5,81.875,0.0013019847
-80.5,83.12500000000001,0.0013019847
-80.5,84.375,0.001301985
-80.5,85.625,0.0013019856
-80.5,86.875,0.0013019934
-80.5,88.125,0.001301994
-80.5,89.375,0.001301994
-80.5,90.625,0.0013019941
-80.5,91.875,0.0013019955
-80.5,93.125,0.0013019997
-80.5,94.37500000000001,0.0013019997
-80.5,95.625,0.0013019996
-80.5,96.875,0.001301999
-80.5,98.125,0.0013019984
-80.5,99.375,0.0013019964
-80.5,100.625,0.0013019935
-80.5,101.875,0.001301993
-80.5,103.125,0.0013019929
-80.5,104.375,0.0013019921
-80.5,105.62500000000001,0.0013019891
-80.5,106.875,0.0013019863
-80.5,108.125,0.0013019834
-80.5,109.375,0.0013019813
-80.5,110.625,0.0013019799
-80.5,111.875,0.0013019774
-80.5,113.125,0.001301973
-80.5,114.375,0.0013019689
-80.5,115.62500000000001,0.0013019678
-80.5,116.87500000000001,0.0013019667
-80.5,118.125,0.0013019637
-80.5,119.375,0.0013019594
-80.5,120.625,0.0013019543
-80.5,121.875,0.0013019493
-80.5,123.125,0.0013019439
-80.5,124.375,0.0013019415
-80.5,125.625,0.0013019415
-80.5,126.875,0.0013019391
-80.5,128.125,0.0013019326
-80.5,129.375,0.0013019254
-80.5,130.625,0.0013019171
-80.5,131.875,0.001301909
-80.5,133.12500000000003,0.0013019072
-80.5,134.375,0.0013019068
-80.5,135.625,0.0013019013
-80.5,136.875,0.001301889
-80.5,138.125,0.0013018764
-80.5,139.375,0.0013018667
-80.5,140.625,0.0013018664
-80.5,141.875,0.001301866
-80.5,143.125,0.0013018571
-80.5,144.375,0.0013018282
-80.5,145.625,0.0013017982
-80.5,146.875,0.0013017931
-80.5,148.125,0.0013017931
-80.5,149.375,0.0013017942
-80.5,150.625,0.001301745
-80.5,151.875,0.0013016608
-80.5,153.125,0.0013016433
-80.5,154.375,0.0013016452
-80.5,155.625,0.0013016463
-80.5,156.875,0.0013016046
-80.5,158.125,0.0013013834
-80.5,159.375,0.0013013418
-80.5,160.625,0.0013013409
-80.5,161.875,0.00130134
-80.5,163.125,0.001301331
-80.5,164.375,0.0013012659
-80.5,165.625,0.0013012644
-80.5,166.875,0.0013012654
-80.5,168.125,0.0013012665
-80.5,169.375,0.0013012672
-80.5,170.625,0.0013013792
-80.5,171.875,0.0013013787
-80.5,173.125,0.0013013781
-80.5,174.375,0.0013013773
-80.5,175.625,0.0013013757
-80.5,176.87500000000003,0.0013013779
-80.5,178.125,0.0013013796
-80.5,179.375,0.0013013798
-80.5,180.625,0.0013013796
-80.5,181.875,0.0013013757
-80.5,183.125,0.0013013686
-80.5,184.375,0.0013013706
-80.5,185.625,0.0013013722
-80.5,186.875,0.0013013738
-80.5,188.125,0.00130137
-80.5,189.375,0.0013013623
-80.5,190.625,0.001301363
-80.5,191.875,0.001301366
-80.5,193.125,0.0013013665
-80.5,194.375,0.001301363
-80.5,195.625,0.0013013309
-80.5,196.875,0.0013012998
-80.5,198.125,0.0013012936
-80.5,199.37500000000003,0.0013012978
-80.5,200.625,0.0013013013
-80.5,201.875,0.0013012768
-80.5,203.125,0.001301252
-80.5,204.375,0.0013012298
-80.5,205.625,0.0013012156
-80.5,206.875,0.0013012161
-80.5,208.125,0.0013012155
-80.5,209.375,0.0013011876
-80.5,210.625,0.0013011583
-80.5,211.875,0.0013011569
-80.5,213.125,0.0013011593
-80.5,214.375,0.0013011623
-80.5,215.625,0.0013011623
-80.5,216.875,0.001301159
-80.5,218.125,0.0013011543
-80.5,219.375,0.0013011496
-80.5,220.625,0.0013011484
-80.5,221.87500000000003,0.001301146
-80.5,223.125,0.0013011394
-80.5,224.375,0.0013011367
-80.5,225.625,0.0013011422
-80.5,226.875,0.0013011559
-80.5,228.125,0.0013011731
-80.5,229.375,0.001301198
-80.5,230.62499999999997,0.0013012046
-80.5,231.875,0.0013012113
-80.5,233.12500000000003,0.0013012231
-80.5,234.375,0.0013012472
-80.5,235.62500000000003,0.0013012707
-80.5,236.875,0.0013012784
-80.5,238.12500000000003,0.0013012792
-80.5,239.375,0.001301282
-80.5,240.62500000000003,0.001301293
-80.5,241.875,0.0013013048
-80.5,243.12500000000003,0.0013013064
-80.5,244.375,0.0013013082
-80.5,245.625,0.0013013098
-80.5,246.875,0.0013013214
-80.5,248.125,0.001301361
-80.5,249.37499999999997,0.0013013666
-80.5,250.625,0.0013013668
-80.5,251.87499999999997,0.0013013671
-80.5,253.125,0.0013013727
-80.5,254.37500000000003,0.001301427
-80.5,255.625,0.001301431
-80.5,256.875,0.0013014307
-80.5,258.125,0.0013014304
-80.5,259.375,0.0013014302
-80.5,260.625,0.001301478
-80.5,261.875,0.0013014784
-80.5,263.125,0.0013014787
-80.5,264.375,0.0013014791
-80.5,265.625,0.0013014814
-80.5,266.875,0.0013015046
-80.5,268.125,0.0013015072
-80.5,269.375,0.0013015084
-80.5,270.625,0.0013015097
-80.5,271.875,0.001301508
-80.5,273.125,0.00130149
-80.5,274.375,0.0013014881
-80.5,275.625,0.0013014912
-80.5,276.875,0.0013014935
-80.5,278.125,0.0013014897
-80.5,279.375,0.0013014668
-80.5,280.625,0.0013014538
-80.5,281.875,0.0013014554
-80.5,283.125,0.0013014557
-80.5,284.375,0.0013014553
-80.5,285.625,0.001301449
-80.5,286.875,0.0013014418
-80.5,288.125,0.0013014382
-80.5,289.375,0.0013014375
-80.5,290.625,0.0013014373
-80.5,291.875,0.0013014388
-80.5,293.125,0.0013014433
-80.5,294.375,0.001301447
-80.5,295.625,0.001301449
-80.5,296.875,0.0013014477
-80.5,298.125,0.0013014429
-80.5,299.37500000000006,0.0013014332
-80.5,300.625,0.0013014222
-80.5,301.875,0.0013014118
-80.5,303.125,0.0013014019
-80.5,304.375,0.0013013975
-80.5,305.625,0.0013013975
-80.5,306.875,0.0013013805
-80.5,308.125,0.0013013443
-80.5,309.375,0.001301312
-80.5,310.625,0.0013013111
-80.5,311.875,0.0013013157
-80.5,313.125,0.0013013139
-80.5,314.375,0.0013013135
-80.5,315.625,0.0013012982
-80.5,316.875,0.0013012617
-80.5,318.125,0.0013012242
-80.5,319.375,0.0013012056
-80.5,320.62500000000006,0.0013012007
-80.5,321.875,0.0013011965
-80.5,323.125,0.0013011998
-80.5,324.375,0.0013011908
-80.5,325.625,0.0013011721
-80.5,326.875,0.0013011615
-80.5,328.125,0.0013011595
-80.5,329.375,0.0013011557
-80.5,330.625,0.0013011986
-80.5,331.875,0.0013012713
-80.5,333.125,0.0013012826
-80.5,334.375,0.0013012768
-80.5,335.625,0.0013012723
-80.5,336.875,0.0013012922
-80.5,338.125,0.0013013979
-80.5,339.375,0.0013014122
-80.5,340.625,0.0013014089
-80.5,341.875,0.0013014056
-80.5,343.125,0.0013014097
-80.5,344.37500000000006,0.0013015243
-80.5,345.625,0.0013015334
-80.5,346.875,0.0013015326
-80.5,348.125,0.0013015316
-80.5,349.375,0.0013015309
-80.5,350.625,0.0013016429
-80.5,351.875,0.0013016434
-80.5,353.125,0.0013016437
-80.5,354.375,0.0013016441
-80.5,355.625,0.001301651
-80.5,356.875,0.0013017228
-80.5,358.125,0.0013017267
-80.5,359.375,0.001301727
-79.5,0.625,0.0013017224
-79.5,1.8749999999999998,0.0013017581
-79.5,3.125,0.001301764
-79.5,4.375,0.0013017642
-79.5,5.625,0.0013017643
-79.5,6.875,0.0013017796
-79.5,8.125,0.0013018062
-79.5,9.375,0.0013018097
-79.5,10.625,0.0013018103
-79.5,11.875,0.0013018129
-79.5,13.125000000000002,0.0013018339
-79.5,14.375,0.001301853
-79.5,15.625000000000002,0.0013018554
-79.5,16.875,0.001301856
-79.5,18.125,0.0013018596
-79.5,19.375,0.0013018749
-79.5,20.625,0.0013018908
-79.5,21.875,0.0013018973
-79.5,23.125,0.0013018976
-79.5,24.375,0.0013018993
-79.5,25.625,0.0013019068
-79.5,26.875,0.0013019143
-79.5,28.125,0.0013019225
-79.5,29.375,0.0013019259
-79.5,30.625000000000004,0.0013019282
-79.5,31.875000000000004,0.0013019337
-79.5,33.125,0.0013019384
-79.5,34.375,0.0013019441
-79.5,35.625,0.0013019516
-79.5,36.875,0.0013019572
-79.5,38.125,0.0013019615
-79.5,39.375,0.0013019646
-79.5,40.625,0.0013019651
-79.5,41.875,0.0013019656
-79.5,43.125,0.0013019675
-79.5,44.375,0.0013019696
-79.5,45.625,0.0013019716
-79.5,46.875,0.0013019717
-79.5,48.125,0.0013019718
-79.5,49.375,0.0013019743
-79.5,50.625,0.0013019777
-79.5,51.875,0.0013019786
-79.5,53.125,0.0013019785
-79.5,54.375,0.0013019786
-79.5,55.625,0.0013019788
-79.5,56.875,0.0013019786
-79.5,58.125,0.001301976
-79.5,59.37499999999999,0.001301976
-79.5,60.62499999999999,0.0013019748
-79.5,61.87500000000001,0.001301973
-79.5,63.12500000000001,0.0013019704
-79.5,64.375,0.0013019698
-79.5,65.625,0.0013019686
-79.5,66.875,0.0013019678
-79.5,68.125,0.0013019672
-79.5,69.375,0.0013019709
-79.5,70.625,0.0013019711
-79.5,71.87500000000001,0.0013019709
-79.5,73.125,0.0013019703
-79.5,74.375,0.0013019725
-79.5,75.625,0.0013019759
-79.5,76.875,0.0013019758
-79.5,78.125,0.0013019756
-79.5,79.375,0.0013019757
-79.5,80.625,0.001301985
-79.5,81.875,0.0013019851
-79.5,83.12500000000001,0.001301985
-79.5,84.375,0.001301985
-79.5,85.625,0.0013019901
-79.5,86.875,0.001301995
-79.5,88.125,0.0013019949
-79.5,89.375,0.0013019947
-79.5,90.625,0.0013019954
-79.5,91.875,0.0013020019
-79.5,93.125,0.0013020034
-79.5,94.37500000000001,0.0013020029
-79.5,95.625,0.001302003
-79.5,96.875,0.0013020036
-79.5,98.125,0.0013020048
-79.5,99.375,0.0013020046
-79.5,100.625,0.0013020043
-79.5,101.875,0.0013020037
-79.5,103.125,0.001302002
-79.5,104.375,0.0013020001
-79.5,105.62500000000001,0.0013019983
-79.5,106.875,0.001301997
-79.5,108.125,0.0013019952
-79.5,109.375,0.0013019922
-79.5,110.625,0.0013019892
-79.5,111.875,0.0013019871
-79.5,113.125,0.0013019864
-79.5,114.375,0.0013019852
-79.5,115.62500000000001,0.0013019806
-79.5,116.87500000000001,0.0013019762
-79.5,118.125,0.0013019717
-79.5,119.375,0.0013019682
-79.5,120.625,0.0013019651
-79.5,121.875,0.0013019622
-79.5,123.125,0.0013019615
-79.5,124.375,0.0013019588
-79.5,125.625,0.0013019538
-79.5,126.875,0.0013019474
-79.5,128.125,0.0013019419
-79.5,129.375,0.0013019366
-79.5,130.625,0.001301936
-79.5,131.875,0.0013019342
-79.5,133.12500000000003,0.0013019269
-79.5,134.375,0.0013019175
-79.5,135.625,0.0013019079
-79.5,136.875,0.0013019055
-79.5,138.125,0.0013019063
-79.5,139.375,0.001301903
-79.5,140.625,0.0013018902
-79.5,141.875,0.0013018795
-79.5,143.125,0.0013018787
-79.5,144.375,0.0013018813
-79.5,145.625,0.0013018798
-79.5,146.875,0.0013018553
-79.5,148.125,0.0013018305
-79.5,149.375,0.0013018283
-79.5,150.625,0.0013018299
-79.5,151.875,0.0013018238
-79.5,153.125,0.0013017339
-79.5,154.375,0.0013016852
-79.5,155.625,0.0013016893
-79.5,156.875,0.0013016935
-79.5,158.125,0.0013016522
-79.5,159.375,0.0013014073
-79.5,160.625,0.0013013831
-79.5,161.875,0.001301386
-79.5,163.125,0.0013013891
-79.5,164.375,0.0013013497
-79.5,165.625,0.0013012978
-79.5,166.875,0.0013012979
-79.5,168.125,0.0013012982
-79.5,169.375,0.0013012982
-79.5,170.625,0.0013013592
-79.5,171.875,0.00130136
-79.5,173.125,0.0013013607
-79.5,174.375,0.0013013614
-79.5,175.625,0.0013013686
-79.5,176.87500000000003,0.0013013727
-79.5,178.125,0.0013013729
-79.5,179.375,0.0013013736
-79.5,180.625,0.0013013714
-79.5,181.875,0.0013013482
-79.5,183.125,0.0013013459
-79.5,184.375,0.0013013472
-79.5,185.625,0.0013013487
-79.5,186.875,0.0013013287
-79.5,188.125,0.0013013027
-79.5,189.375,0.001301304
-79.5,190.625,0.0013013063
-79.5,191.875,0.0013013026
-79.5,193.125,0.0013012595
-79.5,194.375,0.0013012231
-79.5,195.625,0.001301227
-79.5,196.875,0.0013012355
-79.5,198.125,0.0013012304
-79.5,199.37500000000003,0.001301189
-79.5,200.625,0.0013011566
-79.5,201.875,0.001301153
-79.5,203.125,0.0013011585
-79.5,204.375,0.0013011482
-79.5,205.625,0.0013011043
-79.5,206.875,0.0013010646
-79.5,208.125,0.0013010437
-79.5,209.375,0.001301052
-79.5,210.625,0.0013010668
-79.5,211.875,0.0013010728
-79.5,213.125,0.0013010658
-79.5,214.375,0.0013010673
-79.5,215.625,0.0013010751
-79.5,216.875,0.0013010858
-79.5,218.125,0.0013011018
-79.5,219.375,0.0013011098
-79.5,220.625,0.0013011035
-79.5,221.87500000000003,0.0013010992
-79.5,223.125,0.0013011008
-79.5,224.375,0.0013011203
-79.5,225.625,0.001301142
-79.5,226.875,0.0013011475
-79.5,228.125,0.0013011532
-79.5,229.375,0.0013011786
-79.5,230.62499999999997,0.0013012232
-79.5,231.875,0.001301259
-79.5,233.12500000000003,0.0013012729
-79.5,234.375,0.0013012801
-79.5,235.62500000000003,0.0013012902
-79.5,236.875,0.001301311
-79.5,238.12500000000003,0.0013013305
-79.5,239.375,0.0013013339
-79.5,240.62500000000003,0.0013013334
-79.5,241.875,0.0013013326
-79.5,243.12500000000003,0.0013013281
-79.5,244.375,0.0013013233
-79.5,245.625,0.0013013218
-79.5,246.875,0.0013013206
-79.5,248.125,0.0013013252
-79.5,249.37499999999997,0.0013013509
-79.5,250.625,0.0013013518
-79.5,251.87499999999997,0.0013013505
-79.5,253.125,0.001301349
-79.5,254.37500000000003,0.0013013722
-79.5,255.625,0.0013013948
-79.5,256.875,0.0013013942
-79.5,258.125,0.0013013936
-79.5,259.375,0.0013013931
-79.5,260.625,0.0013014317
-79.5,261.875,0.0013014323
-79.5,263.125,0.001301433
-79.5,264.375,0.0013014335
-79.5,265.625,0.0013014461
-79.5,266.875,0.0013014603
-79.5,268.125,0.0013014623
-79.5,269.375,0.0013014637
-79.5,270.625,0.001301464
-79.5,271.875,0.0013014491
-79.5,273.125,0.0013014479
-79.5,274.375,0.0013014502
-79.5,275.625,0.0013014523
-79.5,276.875,0.0013014344
-79.5,278.125,0.0013014128
-79.5,279.375,0.0013014156
-79.5,280.625,0.0013014183
-79.5,281.875,0.0013014197
-79.5,283.125,0.0013014219
-79.5,284.375,0.0013014218
-79.5,285.625,0.0013014233
-79.5,286.875,0.0013014261
-79.5,288.125,0.0013014299
-79.5,289.375,0.001301437
-79.5,290.625,0.0013014429
-79.5,291.875,0.0013014466
-79.5,293.125,0.0013014477
-79.5,294.375,0.0013014455
-79.5,295.625,0.0013014361
-79.5,296.875,0.0013014274
-79.5,298.125,0.0013014217
-79.5,299.37500000000006,0.0013014211
-79.5,300.625,0.0013014206
-79.5,301.875,0.0013013963
-79.5,303.125,0.001301363
-79.5,304.375,0.0013013288
-79.5,305.625,0.0013012987
-79.5,306.875,0.0013012849
-79.5,308.125,0.0013012821
-79.5,309.375,0.0013012664
-79.5,310.625,0.0013012477
-79.5,311.875,0.0013012309
-79.5,313.125,0.0013012215
-79.5,314.375,0.0013012277
-79.5,315.625,0.001301236
-79.5,316.875,0.0013012388
-79.5,318.125,0.0013012311
-79.5,319.375,0.0013012075
-79.5,320.62500000000006,0.0013011716
-79.5,321.875,0.0013011532
-79.5,323.125,0.0013011458
-79.5,324.375,0.0013011388
-79.5,325.625,0.0013011309
-79.5,326.875,0.0013011117
-79.5,328.125,0.0013010914
-79.5,329.375,0.0013010871
-79.5,330.625,0.0013010859
-79.5,331.875,0.0013010908
-79.5,333.125,0.0013011645
-79.5,334.375,0.0013012105
-79.5,335.625,0.001301209
-79.5,336.875,0.0013012075
-79.5,338.125,0.0013012254
-79.5,339.375,0.0013013443
-79.5,340.625,0.0013013595
-79.5,341.875,0.0013013593
-79.5,343.125,0.0013013589
-79.5,344.37500000000006,0.0013014292
-79.5,345.625,0.0013015
-79.5,346.875,0.0013014999
-79.5,348.125,0.0013014998
-79.5,349.375,0.0013014997
-79.5,350.625,0.0013016238
-79.5,351.875,0.001301624
-79.5,353.125,0.0013016241
-79.5,354.375,0.0013016242
-79.5,355.625,0.001301671
-79.5,356.875,0.0013017175
-79.5,358.125,0.0013017177
-79.5,359.375,0.001301718
-78.5,0.625,0.0013017445
-78.5,1.8749999999999998,0.0013017562
-78.5,3.125,0.001301757
-78.5,4.375,0.001301758
-78.5,5.625,0.0013017821
-78.5,6.875,0.0013017978
-78.5,8.125,0.0013017982
-78.5,9.375,0.0013017983
-78.5,10.625,0.0013018154
-78.5,11.875,0.0013018425
-78.5,13.125000000000002,0.0013018475
-78.5,14.375,0.0013018487
-78.5,15.625000000000002,0.0013018555
-78.5,16.875,0.0013018739
-78.5,18.125,0.0013018869
-78.5,19.375,0.0013018891
-78.5,20.625,0.0013018906
-78.5,21.875,0.0013018968
-78.5,23.125,0.0013019053
-78.5,24.375,0.0013019117
-78.5,25.625,0.0013019135
-78.5,26.875,0.001301916
-78.5,28.125,0.0013019217
-78.5,29.375,0.0013019282
-78.5,30.625000000000004,0.0013019331
-78.5,31.875000000000004,0.001301935
-78.5,33.125,0.0013019386
-78.5,34.375,0.0013019437
-78.5,35.625,0.0013019497
-78.5,36.875,0.0013019552
-78.5,38.125,0.0013019578
-78.5,39.375,0.001301959
-78.5,40.625,0.001301961
-78.5,41.875,0.0013019631
-78.5,43.125,0.001301968
-78.5,44.375,0.0013019695
